Id_Tab,Row,Column,Cod_Conto,Cod_Dest2,Cod_Dest3,Cod_Dest4,Cod_Dest5,Cod_Categoria,Formula,Calculation_Logic,DB_Storage_Sign,EBA_Sign,Coordinate
F_01.01,r0010,c0010,,,,,,,SUM(R0020:R0040),,,positive,B2
F_01.01,r0020,c0010,FR_01_1_020,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B3
F_01.01,r0030,c0010,FR_01_1_030,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B4
F_01.01,r0040,c0010,FR_01_1_040,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B5
F_01.01,r0050,c0010,,,,,,,SUM(R0060:R0090),,,positive,B6
F_01.01,r0060,c0010,FR_01_1_060,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B7
F_01.01,r0070,c0010,FR_01_1_070,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B8
F_01.01,r0080,c0010,FR_01_1_080,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B9
F_01.01,r0090,c0010,FR_01_1_090,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B10
F_01.01,r0091,c0010,,,,,,,SUM(R0092:R0095),,,positive,B11
F_01.01,r0092,c0010,FR_01_1_092,NC,FR_NGAAP,NC,NC,$AMOUNT,,,positive,positive,B12
F_01.01,r0093,c0010,FR_01_1_093,NC,FR_NGAAP,NC,NC,$AMOUNT,,,positive,positive,B13
F_01.01,r0094,c0010,FR_01_1_094,NC,FR_NGAAP,NC,NC,$AMOUNT,,,positive,positive,B14
F_01.01,r0095,c0010,FR_01_1_095,NC,FR_NGAAP,NC,NC,$AMOUNT,,,positive,positive,B15
F_01.01,r0096,c0010,,,,,,,SUM(R0097:R0099),,,positive,B16
F_01.01,r0097,c0010,FR_01_1_097,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B17
F_01.01,r0098,c0010,FR_01_1_098,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B18
F_01.01,r0099,c0010,FR_01_1_099,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B19
F_01.01,r0100,c0010,,,,,,,SUM(R0110:R0130),,,positive,B20
F_01.01,r0110,c0010,FR_01_1_110,NC,FR_NGAAP,NC,NC,$AMOUNT,,,positive,positive,B21
F_01.01,r0120,c0010,FR_01_1_120,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B22
F_01.01,r0130,c0010,FR_01_1_130,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B23
F_01.01,r0141,c0010,,,,,,,SUM(R0142:R0144),,,positive,B24
F_01.01,r0142,c0010,FR_01_1_142,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B25
F_01.01,r0143,c0010,FR_01_1_143,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B26
F_01.01,r0144,c0010,FR_01_1_144,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B27
F_01.01,r0171,c0010,,,,,,,SUM(R0172:R0174),,,positive,B28
F_01.01,r0172,c0010,FR_01_1_172,NC,FR_NGAAP,NC,NC,$AMOUNT,,,positive,positive,B29
F_01.01,r0173,c0010,FR_01_1_173,NC,FR_NGAAP,NC,NC,$AMOUNT,,,positive,positive,B30
F_01.01,r0174,c0010,FR_01_1_174,NC,FR_NGAAP,NC,NC,$AMOUNT,,,positive,positive,B31
F_01.01,r0175,c0010,,,,,,,SUM(R0176:R0178),,,positive,B32
F_01.01,r0176,c0010,FR_01_1_176,NC,FR_NGAAP,NC,NC,$AMOUNT,,,positive,positive,B33
F_01.01,r0177,c0010,FR_01_1_177,NC,FR_NGAAP,NC,NC,$AMOUNT,,,positive,positive,B34
F_01.01,r0178,c0010,FR_01_1_178,NC,FR_NGAAP,NC,NC,$AMOUNT,,,positive,positive,B35
F_01.01,r0181,c0010,,,,,,,R0182+R0183,,,positive,B36
F_01.01,r0182,c0010,FR_01_1_182,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B37
F_01.01,r0183,c0010,FR_01_1_183,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B38
F_01.01,r0231,c0010,,,,,,,SUM(R0390:R0233),,,positive,B39
F_01.01,r0390,c0010,FR_01_1_390,NC,FR_NGAAP,NC,NC,$AMOUNT,,,positive,positive,B40
F_01.01,r0232,c0010,FR_01_1_232,NC,FR_NGAAP,NC,NC,$AMOUNT,,,positive,positive,B41
F_01.01,r0233,c0010,FR_01_1_233,NC,FR_NGAAP,NC,NC,$AMOUNT,,,positive,positive,B42
F_01.01,r0234,c0010,,,,,,,SUM(R0235:R0237),,,positive,B43
F_01.01,r0235,c0010,FR_01_1_235,NC,FR_NGAAP,NC,NC,$AMOUNT,,,positive,positive,B44
F_01.01,r0236,c0010,FR_01_1_236,NC,FR_NGAAP,NC,NC,$AMOUNT,,,positive,positive,B45
F_01.01,r0237,c0010,FR_01_1_237,NC,FR_NGAAP,NC,NC,$AMOUNT,,,positive,positive,B46
F_01.01,r0240,c0010,FR_01_1_240,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B47
F_01.01,r0250,c0010,FR_01_1_250,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B48
F_01.01,r0260,c0010,FR_01_1_260,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B49
F_01.01,r0265,c0010,FR_01_1_265,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B50
F_01.01,r0270,c0010,,,,,,,R0280+R0290,,,positive,B51
F_01.01,r0280,c0010,FR_01_1_280,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B52
F_01.01,r0290,c0010,FR_01_1_290,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B53
F_01.01,r0300,c0010,,,,,,,R0310+R0320,,,positive,B54
F_01.01,r0310,c0010,FR_01_1_310,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B55
F_01.01,r0320,c0010,FR_01_1_320,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B56
F_01.01,r0330,c0010,,,,,,,R0340+R0350,,,positive,B57
F_01.01,r0340,c0010,FR_01_1_340,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B58
F_01.01,r0350,c0010,FR_01_1_350,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B59
F_01.01,r0360,c0010,FR_01_1_360,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B60
F_01.01,r0370,c0010,FR_01_1_370,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B61
F_01.01,r0375,c0010,FR_01_1_375,NC,FR_NGAAP,NC,NC,$AMOUNT,,,negative,negative,B62
F_01.01,r0380,c0010,,,,,,,R0010+R0050+R0091+R0096+R0100+R0141+R0171+R0175+R0181+R0231+R0234+SUM(R0240:R0270)+R0300+R0330+SUM(R0360:R0375),,,positive,B63
F_01.02,r0010,c0010,,,,,,,SUM(R0020:R0060),,,positive,B2
F_01.02,r0020,c0010,FR_01_2_020,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B3
F_01.02,r0030,c0010,FR_01_2_030,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B4
F_01.02,r0040,c0010,FR_01_2_040,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B5
F_01.02,r0050,c0010,FR_01_2_050,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B6
F_01.02,r0060,c0010,FR_01_2_060,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B7
F_01.02,r0061,c0010,,,,,,,SUM(R0062:R0066),,,positive,B8
F_01.02,r0062,c0010,FR_01_2_062,NC,FR_NGAAP,NC,NC,$AMOUNT,,,negative,positive,B9
F_01.02,r0063,c0010,FR_01_2_063,NC,FR_NGAAP,NC,NC,$AMOUNT,,,negative,positive,B10
F_01.02,r0064,c0010,FR_01_2_064,NC,FR_NGAAP,NC,NC,$AMOUNT,,,negative,positive,B11
F_01.02,r0065,c0010,FR_01_2_065,NC,FR_NGAAP,NC,NC,$AMOUNT,,,negative,positive,B12
F_01.02,r0066,c0010,FR_01_2_066,NC,FR_NGAAP,NC,NC,$AMOUNT,,,negative,positive,B13
F_01.02,r0070,c0010,,,,,,,SUM(R0080:R0100),,,positive,B14
F_01.02,r0080,c0010,FR_01_2_080,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B15
F_01.02,r0090,c0010,FR_01_2_090,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B16
F_01.02,r0100,c0010,FR_01_2_100,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B17
F_01.02,r0110,c0010,,,,,,,SUM(R0120:R0140),,,positive,B18
F_01.02,r0120,c0010,FR_01_2_120,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B19
F_01.02,r0130,c0010,FR_01_2_130,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B20
F_01.02,r0140,c0010,FR_01_2_140,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B21
F_01.02,r0141,c0010,,,,,,,SUM(R0142:R0144),,,positive,B22
F_01.02,r0142,c0010,FR_01_2_142,NC,FR_NGAAP,NC,NC,$AMOUNT,,,negative,positive,B23
F_01.02,r0143,c0010,FR_01_2_143,NC,FR_NGAAP,NC,NC,$AMOUNT,,,negative,positive,B24
F_01.02,r0144,c0010,FR_01_2_144,NC,FR_NGAAP,NC,NC,$AMOUNT,,,negative,positive,B25
F_01.02,r0150,c0010,FR_01_2_150,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B26
F_01.02,r0160,c0010,FR_01_2_160,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B27
F_01.02,r0170,c0010,,,,,,,SUM(R0175:R0230),,,positive,B28
F_01.02,r0175,c0010,FR_01_2_175,NC,FR_NGAAP,NC,NC,$AMOUNT,,,negative,positive,B29
F_01.02,r0180,c0010,FR_01_2_180,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B30
F_01.02,r0190,c0010,FR_01_2_190,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B31
F_01.02,r0200,c0010,FR_01_2_200,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B32
F_01.02,r0210,c0010,FR_01_2_210,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B33
F_01.02,r0220,c0010,FR_01_2_220,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B34
F_01.02,r0230,c0010,FR_01_2_230,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B35
F_01.02,r0235,c0010,FR_01_2_235,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B36
F_01.02,r0240,c0010,,,,,,,R0250+R0260,,,positive,B37
F_01.02,r0250,c0010,FR_01_2_250,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B38
F_01.02,r0260,c0010,FR_01_2_260,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B39
F_01.02,r0270,c0010,FR_01_2_270,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B40
F_01.02,r0280,c0010,FR_01_2_280,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B41
F_01.02,r0290,c0010,FR_01_2_290,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B42
F_01.02,r0295,c0010,FR_01_2_295,NC,FR_NGAAP,NC,NC,$AMOUNT,,,negative,positive,B43
F_01.02,r0300,c0010,,,,,,,R0010+R0061+R0070+R0110+R0141+R0150+R0160+R0170+R0235+R0240+SUM(R0270:R0295),,,positive,B44
F_01.03,r0010,c0010,,,,,,,R0020+R0030,,,positive,B2
F_01.03,r0020,c0010,FR_01_3_020,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B3
F_01.03,r0030,c0010,FR_01_3_030,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B4
F_01.03,r0040,c0010,FR_01_3_040,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B5
F_01.03,r0050,c0010,,,,,,,R0060+R0070,,,positive,B6
F_01.03,r0060,c0010,FR_01_3_060,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B7
F_01.03,r0070,c0010,FR_01_3_070,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B8
F_01.03,r0080,c0010,FR_01_3_080,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B9
F_01.03,r0090,c0010,,,,,,,R0095+R0128,,,any,B10
F_01.03,r0095,c0010,,,,,,,SUM(R0100:R0330)+R0360,,,any,B11
F_01.03,r0100,c0010,FR_01_3_100,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B12
F_01.03,r0110,c0010,FR_01_3_110,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B13
F_01.03,r0120,c0010,FR_01_3_120,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B14
F_01.03,r0122,c0010,FR_01_3_122,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B15
F_01.03,r0124,c0010,FR_01_3_124,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B16
F_01.03,r0320,c0010,FR_01_3_320,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B17
F_01.03,r0330,c0010,,,,,,,R0340+R0350,,,any,B18
F_01.03,r0340,c0010,FR_01_3_340,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B19
F_01.03,r0350,c0010,FR_01_3_350,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B20
F_01.03,r0360,c0010,FR_01_3_360,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B21
F_01.03,r0128,c0010,,,,,,,SUM(R0130:R0180),,,any,B22
F_01.03,r0130,c0010,FR_01_3_130,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B23
F_01.03,r0140,c0010,FR_01_3_140,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B24
F_01.03,r0150,c0010,FR_01_3_150,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B25
F_01.03,r0155,c0010,FR_01_3_155,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B26
F_01.03,r0165,c0010,FR_01_3_165,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B27
F_01.03,r0170,c0010,FR_01_3_170,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B28
F_01.03,r0180,c0010,FR_01_3_180,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B29
F_01.03,r0185,c0010,FR_01_3_185,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B30
F_01.03,r0190,c0010,FR_01_3_190,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B31
F_01.03,r0200,c0010,FR_01_3_200,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B32
F_01.03,r0201,c0010,FR_01_3_201,NC,FR_NGAAP,NC,NC,$AMOUNT,,,any,any,B33
F_01.03,r0202,c0010,FR_01_3_202,NC,FR_NGAAP,NC,NC,$AMOUNT,,,any,any,B34
F_01.03,r0203,c0010,FR_01_3_203,NC,FR_NGAAP,NC,NC,$AMOUNT,,,any,any,B35
F_01.03,r0204,c0010,FR_01_3_204,NC,FR_NGAAP,NC,NC,$AMOUNT,,,any,any,B36
F_01.03,r0205,c0010,,,,,,,SUM(R0206:R0209),,,any,B37
F_01.03,r0206,c0010,FR_01_3_206,NC,FR_NGAAP,NC,NC,$AMOUNT,,,any,any,B38
F_01.03,r0207,c0010,FR_01_3_207,NC,FR_NGAAP,NC,NC,$AMOUNT,,,any,any,B39
F_01.03,r0208,c0010,FR_01_3_208,NC,FR_NGAAP,NC,NC,$AMOUNT,,,any,any,B40
F_01.03,r0209,c0010,FR_01_3_209,NC,FR_NGAAP,NC,NC,$AMOUNT,,,any,any,B41
F_01.03,r0210,c0010,,,,,,,R0215+R0220+R0230,,,any,B42
F_01.03,r0215,c0010,FR_01_3_215,NC,FR_NGAAP,NC,NC,$AMOUNT,,,negative,positive,B43
F_01.03,r0220,c0010,FR_01_3_220,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B44
F_01.03,r0230,c0010,,,,,,,R0230A+R0230B,,,any,B45
F_01.03,r0230A,c0010,FR_01_3_230A,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B46
F_01.03,r0230B,c0010,FR_01_3_230B,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B47
F_01.03,r0235,c0010,FR_01_3_235,NC,FR_NGAAP,NC,NC,$AMOUNT,,,any,any,B48
F_01.03,r0240,c0010,FR_01_3_240,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,negative,B49
F_01.03,r0250,c0010,FR_01_3_250,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B50
F_01.03,r0260,c0010,FR_01_3_260,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,negative,B51
F_01.03,r0270,c0010,,,,,,,R0280+R0290,,,any,B52
F_01.03,r0280,c0010,FR_01_3_280,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B53
F_01.03,r0290,c0010,FR_01_3_290,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B54
F_01.03,r0300,c0010,,,,,,,R0010+R0040+R0050+R0080+R0090+R0190+R0200+R0205+R0210+R0235+R0240+R0250+R0260+R0270,,,any,B55
F_01.03,r0310,c0010,FR_01_3_310,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,(F_01.03|r0310|c0010)=(F_01.03|r0300|c0010+F_01.02|r0300|c0010),negative,positive,B56
F_02.00,r0010,c0010,FR_02_010,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,(F_02.00|r0010|c0010)=(F_02.00|sum(r0020:r0085)|c0010),negative,positive,B2
F_02.00,r0020,c0010,FR_02_020,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B3
F_02.00,r0025,c0010,FR_02_025,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B4
F_02.00,r0030,c0010,FR_02_030,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B5
F_02.00,r0041,c0010,FR_02_041,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B6
F_02.00,r0051,c0010,FR_02_051,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B7
F_02.00,r0070,c0010,FR_02_070,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B8
F_02.00,r0080,c0010,FR_02_080,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B9
F_02.00,r0085,c0010,FR_02_085,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B10
F_02.00,r0090,c0010,FR_02_090,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,(F_02.00|r0090|c0010)=(F_02.00|sum(r0100:r0145)|c0010),positive,positive,B11
F_02.00,r0100,c0010,FR_02_100,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B12
F_02.00,r0110,c0010,FR_02_110,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B13
F_02.00,r0120,c0010,FR_02_120,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B14
F_02.00,r0130,c0010,FR_02_130,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B15
F_02.00,r0140,c0010,FR_02_140,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B16
F_02.00,r0145,c0010,FR_02_145,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B17
F_02.00,r0150,c0010,FR_02_150,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B18
F_02.00,r0160,c0010,FR_02_160,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,(F_02.00|r0160|c0010)=(F_02.00|sum(r0170:r0192)|c0010),negative,positive,B19
F_02.00,r0170,c0010,FR_02_170,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B20
F_02.00,r0175,c0010,FR_02_175,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B21
F_02.00,r0191,c0010,FR_02_191,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B22
F_02.00,r0192,c0010,FR_02_192,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B23
F_02.00,r0200,c0010,FR_02_200,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B24
F_02.00,r0210,c0010,FR_02_210,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B25
F_02.00,r0220,c0010,FR_02_220,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B26
F_02.00,r0231,c0010,FR_02_231,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B27
F_02.00,r0241,c0010,FR_02_241,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B28
F_02.00,r0260,c0010,FR_02_260,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B29
F_02.00,r0270,c0010,FR_02_270,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B30
F_02.00,r0280,c0010,FR_02_280,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B31
F_02.00,r0285,c0010,FR_02_285,NC,FR_NGAAP,NC,NC,$AMOUNT,,,any,any,B32
F_02.00,r0287,c0010,FR_02_287,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B33
F_02.00,r0290,c0010,FR_02_290,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B34
F_02.00,r0295,c0010,FR_02_295,NC,FR_NGAAP,NC,NC,$AMOUNT,,,any,any,B35
F_02.00,r0300,c0010,FR_02_300,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B36
F_02.00,r0310,c0010,FR_02_310,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B37
F_02.00,r0320,c0010,FR_02_320,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B38
F_02.00,r0330,c0010,FR_02_330,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B39
F_02.00,r0340,c0010,FR_02_340,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,negative,positive,B40
F_02.00,r0350,c0010,FR_02_350,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B41
F_02.00,r0355,c0010,,,,,,,R0010+R0090+R0150+R0160+R0200+R0210+R0220+SUM(R0280:R0320)+R0330+R0340+R0350,,,any,B42
F_02.00,r0360,c0010,,,,,,,R0370+R0380,,,positive,B43
F_02.00,r0370,c0010,FR_02_370,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B44
F_02.00,r0380,c0010,FR_02_380,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B45
F_02.00,r0385,c0010,FR_02_385,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B46
F_02.00,r0390,c0010,,,,,,,SUM(R0400:R0420),,,positive,B47
F_02.00,r0400,c0010,FR_02_400,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B48
F_02.00,r0410,c0010,FR_02_410,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B49
F_02.00,r0415,c0010,FR_02_415,NC,FR_NGAAP,NC,NC,$AMOUNT,,,positive,positive,B50
F_02.00,r0420,c0010,FR_02_420,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,positive,positive,B51
F_02.00,r0425,c0010,,,,,,,R0426+R0427,,,any,B52
F_02.00,r0426,c0010,FR_02_426,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B53
F_02.00,r0427,c0010,FR_02_427,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B54
F_02.00,r0430,c0010,,,,,,,SUM(R0435:R0450),,,any,B55
F_02.00,r0435,c0010,FR_02_435,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B56
F_02.00,r0440,c0010,FR_02_440,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B57
F_02.00,r0450,c0010,FR_02_450,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B58
F_02.00,r0455,c0010,FR_02_455,NC,FR_NGAAP,NC,NC,$AMOUNT,,,any,any,B59
F_02.00,r0460,c0010,FR_02_460,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B60
F_02.00,r0481,c0010,FR_02_481,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B61
F_02.00,r0491,c0010,FR_02_491,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B62
F_02.00,r0510,c0010,FR_02_510,NC,"FR_IFRS,FR_NGAAP",NC,NC,$AMOUNT,,,any,any,B63
